record_id,plant_id,date,energy_source,region,production_mwh,efficiency_pct,operating_cost,revenue,co2_emissions_tons,downtime_hours,maintenance_flag,profit,year,month,quarter,month_name,is_renewable,profit_margin,cost_per_mwh,revenue_per_mwh,carbon_intensity,efficiency_zscore,is_anomaly,rolling_7d_production,rolling_30d_revenue
REC0008925,PLT025,2025-11-24,Geothermal,West Coast,10820.6,78.34,302976.75,816814.12,541.03,1.41,0,513837.37,2025,11,4,Nov,1,62.91,28.0,75.49,0.05,-0.171,0,10804.04,764401.04
REC0008923,PLT023,2025-11-24,Natural Gas,Southeast,31451.96,96.07,1415338.32,1740946.06,14153.38,1.64,0,325607.74,2025,11,4,Nov,0,18.7,45.0,55.35,0.45,1.35,0,30110.27,2015172.1
REC0008924,PLT024,2025-11-24,Hydro,Northeast,7006.44,68.13,105096.58,549737.28,70.06,1.32,0,444640.7,2025,11,4,Nov,1,80.88,15.0,78.46,0.01,-1.047,0,6764.26,467815.42
REC0008901,PLT001,2025-11-24,Wind,Northeast,6707.12,95.32,201213.64,496726.41,0.0,0.53,0,295512.76999999996,2025,11,4,Nov,1,59.49,30.0,74.06,0.0,1.286,0,6487.54,442314.09
REC0008902,PLT002,2025-11-24,Coal,West Coast,20635.47,70.91,722241.61,1315222.22,16921.09,1.19,0,592980.61,2025,11,4,Nov,0,45.09,35.0,63.74,0.82,-0.809,0,23306.31,1595723.5
REC0008903,PLT003,2025-11-24,Nuclear,Northeast,43833.93,81.76,876678.62,2454995.66,0.0,0.01,0,1578317.04,2025,11,4,Nov,0,64.29,20.0,56.01,0.0,0.122,0,42668.82,3015406.97
REC0008904,PLT004,2025-11-24,Geothermal,West Coast,3410.16,81.35,95484.56,273142.76,170.51,0.26,0,177658.2,2025,11,4,Nov,1,65.04,28.0,80.1,0.05,0.087,0,3135.23,234950.79
REC0008905,PLT005,2025-11-24,Geothermal,Southeast,8368.34,72.85,234313.55,539195.53,418.42,1.67,0,304881.98000000004,2025,11,4,Nov,1,56.54,28.0,64.43,0.05,-0.642,0,8716.24,608843.39
REC0008906,PLT006,2025-11-24,Geothermal,West Coast,8959.86,68.44,250876.13,741111.91,447.99,0.18,0,490235.78,2025,11,4,Nov,1,66.15,28.0,82.71,0.05,-1.021,0,9694.99,741823.82
REC0008908,PLT008,2025-11-24,Nuclear,Midwest,19184.96,76.68,383699.27,1501400.65,0.0,0.2,0,1117701.38,2025,11,4,Nov,0,74.44,20.0,78.26,0.0,-0.313,0,19430.44,1394224.28
REC0008909,PLT009,2025-11-24,Natural Gas,Southwest,36941.71,89.95,1662377.03,2263683.14,16623.77,1.64,0,601306.1100000001,2025,11,4,Nov,0,26.56,45.0,61.28,0.45,0.825,0,36177.46,2724017.22
REC0008910,PLT010,2025-11-24,Solar,Midwest,7714.21,94.83,192855.24,649721.78,0.0,1.99,0,456866.54000000004,2025,11,4,Nov,1,70.32,25.0,84.22,0.0,1.244,0,7017.57,477796.81
REC0008911,PLT011,2025-11-24,Solar,Northeast,21889.06,94.28,547226.38,1670889.42,0.0,0.25,0,1123663.04,2025,11,4,Nov,1,67.25,25.0,76.33,0.0,1.197,0,18980.04,1304792.13
REC0008907,PLT007,2025-11-24,Geothermal,Northeast,7351.09,72.05,205830.45,448831.94,367.55,1.25,0,243001.49,2025,11,4,Nov,1,54.14,28.0,61.06,0.05,-0.711,0,8066.23,553997.61
REC0008913,PLT013,2025-11-24,Geothermal,West Coast,7845.22,73.87,219666.11,486697.14,392.26,0.25,0,267031.03,2025,11,4,Nov,1,54.87,28.0,62.04,0.05,-0.555,0,8288.8,594605.12
REC0008914,PLT014,2025-11-24,Coal,Southwest,18816.52,83.63,658578.11,1481221.16,15429.54,1.35,0,822643.0499999999,2025,11,4,Nov,0,55.54,35.0,78.72,0.82,0.283,0,19130.91,1350590.05
REC0008915,PLT015,2025-11-24,Wind,Northeast,13210.18,95.91,396305.28,800759.0,0.0,0.69,0,404453.72,2025,11,4,Nov,1,50.51,30.0,60.62,0.0,1.337,0,12898.82,871331.23
REC0008916,PLT016,2025-11-24,Solar,Northeast,6638.26,73.91,165956.4,560956.1,0.0,0.94,0,394999.69999999995,2025,11,4,Nov,1,70.42,25.0,84.5,0.0,-0.551,0,7298.57,525662.44
REC0008917,PLT017,2025-11-24,Geothermal,Southeast,9933.52,70.65,278138.45,752659.62,496.68,1.6,0,474521.17,2025,11,4,Nov,1,63.05,28.0,75.77,0.05,-0.831,0,11057.8,755524.23
REC0008918,PLT018,2025-11-24,Solar,Southeast,14062.97,70.7,351574.14,1159253.16,0.0,1.63,0,807679.0199999999,2025,11,4,Nov,1,69.67,25.0,82.43,0.0,-0.827,0,16183.79,1164120.44
REC0008919,PLT019,2025-11-24,Biomass,Southeast,5728.86,83.01,217696.77,386869.52,1317.64,1.94,0,169172.75000000003,2025,11,4,Nov,1,43.73,38.0,67.53,0.23,0.23,0,5183.76,345579.34
REC0008920,PLT020,2025-11-24,Wind,Southeast,18533.23,99.0,555997.0,1522004.61,0.0,0.27,0,966007.6100000001,2025,11,4,Nov,1,63.47,30.0,82.12,0.0,1.602,0,18519.06,1131562.97
REC0008921,PLT021,2025-11-24,Natural Gas,Midwest,18823.41,99.0,847053.65,1542836.24,8470.54,1.39,0,695782.59,2025,11,4,Nov,0,45.1,45.0,81.96,0.45,1.602,0,16809.44,1170954.0
REC0008922,PLT022,2025-11-24,Solar,West Coast,9310.16,77.76,232754.01,598047.35,0.0,1.91,0,365293.33999999997,2025,11,4,Nov,1,61.08,25.0,64.24,0.0,-0.221,0,9538.37,685487.33
REC0008912,PLT012,2025-11-24,Hydro,Midwest,6415.19,75.43,96227.79,370641.51,64.15,1.69,0,274413.72000000003,2025,11,4,Nov,1,74.04,15.0,57.78,0.01,-0.421,0,5931.95,390627.48
REC0008985,PLT035,2025-11-25,Wind,Midwest,15979.95,99.0,479398.64,1284255.5,0.0,1.65,1,804856.86,2025,11,4,Nov,1,62.67,30.0,80.37,0.0,1.602,0,15711.54,1058479.9
REC0008984,PLT034,2025-11-25,Biomass,West Coast,8109.86,80.96,308174.54,578481.05,1865.27,0.5,0,270306.51000000007,2025,11,4,Nov,1,46.73,38.0,71.33,0.23,0.054,0,7534.22,525420.66
REC0008983,PLT033,2025-11-25,Solar,Southeast,6761.74,75.09,169043.56,567971.49,0.0,0.88,0,398927.93,2025,11,4,Nov,1,70.24,25.0,84.0,0.0,-0.45,0,7577.26,509245.32
REC0008982,PLT032,2025-11-25,Biomass,Midwest,4969.51,65.09,188841.39,335742.16,1142.99,0.47,0,146900.76999999996,2025,11,4,Nov,1,43.75,38.0,67.56,0.23,-1.308,0,5601.26,401992.62
REC0008978,PLT028,2025-11-25,Wind,Southwest,16712.98,92.05,501389.46,1347746.24,0.0,0.36,0,846356.78,2025,11,4,Nov,1,62.8,30.0,80.64,0.0,1.005,0,17594.81,1194735.1
REC0008980,PLT030,2025-11-25,Geothermal,Northeast,10815.78,83.02,302841.77,688436.91,540.79,0.42,0,385595.14,2025,11,4,Nov,1,56.01,28.0,63.65,0.05,0.231,0,10233.06,713302.61
REC0008979,PLT029,2025-11-25,Solar,Northeast,18220.38,90.63,455509.57,1080094.65,0.0,1.25,0,624585.0799999998,2025,11,4,Nov,1,57.83,25.0,59.28,0.0,0.884,0,16811.98,1176722.53
REC0008986,PLT036,2025-11-25,Natural Gas,Northeast,14050.44,99.0,632269.76,900826.44,6322.7,0.23,0,268556.67999999993,2025,11,4,Nov,0,29.81,45.0,64.11,0.45,1.602,0,12715.93,936364.53
REC0008977,PLT027,2025-11-25,Wind,Southeast,11298.07,97.93,338942.12,907134.89,0.0,0.71,0,568192.77,2025,11,4,Nov,1,62.64,30.0,80.29,0.0,1.51,0,10998.5,733530.35
REC0008981,PLT031,2025-11-25,Natural Gas,Midwest,25685.93,81.75,1155866.67,2110401.4,11558.67,0.02,0,954534.73,2025,11,4,Nov,0,45.23,45.0,82.16,0.45,0.122,0,27364.92,1961359.51
REC0008987,PLT037,2025-11-25,Natural Gas,Southwest,13242.25,81.25,595901.18,936477.44,5959.01,0.54,0,340576.2599999999,2025,11,4,Nov,0,36.37,45.0,70.72,0.45,0.079,0,14179.14,1025177.58
REC0008993,PLT043,2025-11-25,Natural Gas,Midwest,11777.17,81.41,529972.76,757559.87,5299.73,0.38,0,227587.11,2025,11,4,Nov,0,30.04,45.0,64.32,0.45,0.092,0,13041.66,883338.13
REC0008989,PLT039,2025-11-25,Nuclear,Northeast,21054.0,71.6,421079.93,1531795.22,0.0,1.15,0,1110715.29,2025,11,4,Nov,0,72.51,20.0,72.76,0.0,-0.749,0,23633.84,1622837.29
REC0008990,PLT040,2025-11-25,Geothermal,West Coast,3269.94,69.72,91558.24,204067.05,163.5,1.54,0,112508.80999999998,2025,11,4,Nov,1,55.13,28.0,62.41,0.05,-0.911,0,3505.21,267894.36
REC0008991,PLT041,2025-11-25,Nuclear,Midwest,19079.37,88.09,381587.44,1244364.97,0.0,1.01,0,862777.53,2025,11,4,Nov,0,69.33,20.0,65.22,0.0,0.666,0,18852.75,1219813.57
REC0008992,PLT042,2025-11-25,Natural Gas,West Coast,39053.22,95.03,1757394.71,2200263.49,17573.95,1.41,0,442868.78000000026,2025,11,4,Nov,0,20.13,45.0,56.34,0.45,1.261,0,36320.22,2596968.4
REC0008994,PLT044,2025-11-25,Nuclear,Northeast,38364.95,79.23,767299.1,2283309.88,0.0,0.2,0,1516010.7799999998,2025,11,4,Nov,0,66.4,20.0,59.52,0.0,-0.095,0,41105.52,2608986.29
REC0008995,PLT045,2025-11-25,Coal,Midwest,19974.92,93.4,699122.37,1546443.32,16379.44,0.07,0,847320.9500000001,2025,11,4,Nov,0,54.79,35.0,77.42,0.82,1.121,0,18535.89,1238292.41
REC0008996,PLT046,2025-11-25,Nuclear,West Coast,21377.62,88.82,427552.34,1506539.23,0.0,0.45,0,1078986.89,2025,11,4,Nov,0,71.62,20.0,70.47,0.0,0.728,0,20248.44,1354405.37
REC0008997,PLT047,2025-11-25,Biomass,Southeast,4373.76,63.54,166202.85,355916.97,1005.96,1.09,0,189714.11999999997,2025,11,4,Nov,1,53.3,38.0,81.38,0.23,-1.441,0,4965.97,339884.67
REC0008998,PLT048,2025-11-25,Solar,Northeast,7207.3,82.07,180182.58,560852.16,0.0,1.71,1,380669.5800000001,2025,11,4,Nov,1,67.87,25.0,77.82,0.0,0.149,0,7432.11,517056.69
REC0008976,PLT026,2025-11-25,Hydro,Southwest,16117.17,66.75,241757.59,1072307.24,161.17,1.73,0,830549.65,2025,11,4,Nov,1,77.45,15.0,66.53,0.01,-1.166,0,15693.34,1089331.03
REC0009000,PLT050,2025-11-25,Natural Gas,West Coast,20680.73,86.91,930632.98,1344626.3,9306.33,0.69,0,413993.32000000007,2025,11,4,Nov,0,30.79,45.0,65.02,0.45,0.564,0,20839.46,1490550.54
REC0008988,PLT038,2025-11-25,Biomass,Southwest,7186.99,79.67,273105.57,466280.21,1653.01,0.94,0,193174.64,2025,11,4,Nov,1,41.43,38.0,64.88,0.23,-0.057,0,7071.32,467399.86
REC0008999,PLT049,2025-11-25,Geothermal,Southwest,8438.6,70.48,236280.71,672395.61,421.93,0.56,0,436114.9,2025,11,4,Nov,1,64.86,28.0,79.68,0.05,-0.845,0,8761.61,615484.36
REC0008975,PLT025,2025-11-25,Geothermal,West Coast,10491.4,75.95,293759.26,849415.29,524.57,1.7,0,555656.03,2025,11,4,Nov,1,65.42,28.0,80.96,0.05,-0.376,0,10737.61,769852.61
REC0008973,PLT023,2025-11-25,Natural Gas,Southeast,28168.74,86.04,1267593.16,1609458.34,12675.93,0.87,0,341865.18000000017,2025,11,4,Nov,0,21.24,45.0,57.14,0.45,0.49,0,30008.87,1998764.55
REC0008951,PLT001,2025-11-25,Wind,Northeast,6966.27,99.0,208988.01,547123.48,0.0,1.75,0,338135.47,2025,11,4,Nov,1,61.8,30.0,78.54,0.0,1.602,0,6593.7,448987.15
REC0008952,PLT002,2025-11-25,Coal,West Coast,20535.38,70.56,718738.39,1725300.37,16839.01,0.08,0,1006561.9800000001,2025,11,4,Nov,0,58.34,35.0,84.02,0.82,-0.839,0,23231.37,1578211.29
REC0008953,PLT003,2025-11-25,Nuclear,Northeast,38382.69,71.59,767653.73,2703939.27,0.0,0.24,0,1936285.54,2025,11,4,Nov,0,71.61,20.0,70.45,0.0,-0.75,0,42566.15,3005024.61
REC0008954,PLT004,2025-11-25,Geothermal,West Coast,3199.15,76.31,89576.24,230748.49,159.96,1.58,0,141172.25,2025,11,4,Nov,1,61.18,28.0,72.13,0.05,-0.345,0,3064.27,233333.67
REC0008955,PLT005,2025-11-25,Geothermal,Southeast,8207.65,71.45,229814.12,633191.45,410.38,1.18,0,403377.32999999996,2025,11,4,Nov,1,63.71,28.0,77.15,0.05,-0.762,0,8567.27,612058.68
REC0008956,PLT006,2025-11-25,Geothermal,West Coast,10950.53,83.64,306614.94,712040.65,547.53,1.54,0,405425.71,2025,11,4,Nov,1,56.94,28.0,65.02,0.05,0.284,0,9804.78,740672.19
REC0008957,PLT007,2025-11-25,Geothermal,Northeast,8917.81,87.4,249698.55,532527.9,445.89,0.16,1,282829.35000000003,2025,11,4,Nov,1,53.11,28.0,59.72,0.05,0.606,0,8170.89,550373.29
REC0008958,PLT008,2025-11-25,Nuclear,Midwest,21210.05,84.77,424201.0,1405091.56,0.0,0.47,0,980890.56,2025,11,4,Nov,0,69.81,20.0,66.25,0.0,0.381,0,19512.75,1393515.08
REC0008959,PLT009,2025-11-25,Natural Gas,Southwest,40234.1,97.97,1810534.7,2784139.67,18105.35,0.55,0,973604.97,2025,11,4,Nov,0,34.97,45.0,69.2,0.45,1.513,0,37045.44,2730084.86
REC0008960,PLT010,2025-11-25,Solar,Midwest,6227.2,76.55,155679.96,364879.62,0.0,0.12,0,209199.66,2025,11,4,Nov,1,57.33,25.0,58.59,0.0,-0.325,0,7038.65,472343.43
REC0008961,PLT011,2025-11-25,Solar,Northeast,21992.91,94.73,549822.85,1384389.4,0.0,0.28,0,834566.5499999999,2025,11,4,Nov,1,60.28,25.0,62.95,0.0,1.235,0,19714.49,1303756.17
REC0008974,PLT024,2025-11-25,Hydro,Northeast,6494.56,63.15,97418.43,518702.81,64.95,0.53,0,421284.38,2025,11,4,Nov,1,81.22,15.0,79.87,0.01,-1.474,0,6678.06,471535.25
REC0008963,PLT013,2025-11-25,Geothermal,West Coast,8487.73,79.92,237656.54,576526.41,424.39,0.96,0,338869.87,2025,11,4,Nov,1,58.78,28.0,67.92,0.05,-0.035,0,8251.06,592634.24
REC0008964,PLT014,2025-11-25,Coal,Southwest,21294.52,94.64,745308.19,1612340.05,17461.51,0.09,0,867031.8600000001,2025,11,4,Nov,0,53.77,35.0,75.72,0.82,1.228,0,19348.42,1366504.02
REC0008965,PLT015,2025-11-25,Wind,Northeast,13635.86,99.0,409075.76,783598.85,0.0,0.72,0,374523.08999999997,2025,11,4,Nov,1,47.8,30.0,57.47,0.0,1.602,0,13189.57,878226.04
REC0008966,PLT016,2025-11-25,Solar,Northeast,7033.77,78.32,175844.17,523939.22,0.0,1.78,0,348095.04999999993,2025,11,4,Nov,1,66.44,25.0,74.49,0.0,-0.173,0,7151.95,529115.9
REC0008967,PLT017,2025-11-25,Geothermal,Southeast,9624.87,68.45,269496.24,545827.25,481.24,0.59,0,276331.01,2025,11,4,Nov,1,50.63,28.0,56.71,0.05,-1.02,0,10854.7,744368.77
REC0008968,PLT018,2025-11-25,Solar,Southeast,16177.52,81.33,404438.03,1150357.73,0.0,0.67,0,745919.7,2025,11,4,Nov,1,64.84,25.0,71.11,0.0,0.086,0,16004.61,1159847.88
REC0008969,PLT019,2025-11-25,Biomass,Southeast,4562.57,66.11,173377.68,298896.88,1049.39,1.37,0,125519.20000000001,2025,11,4,Nov,1,41.99,38.0,65.51,0.23,-1.22,0,4993.5,341568.53
REC0008970,PLT020,2025-11-25,Wind,Southeast,17756.47,94.85,532693.98,1081009.01,0.0,1.13,0,548315.03,2025,11,4,Nov,1,50.72,30.0,60.88,0.0,1.246,0,18408.09,1132864.87
REC0008971,PLT021,2025-11-25,Natural Gas,Midwest,17620.98,92.68,792944.06,1386955.31,7929.44,1.3,0,594011.25,2025,11,4,Nov,0,42.83,45.0,78.71,0.45,1.059,0,17140.23,1170562.66
REC0008972,PLT022,2025-11-25,Solar,West Coast,10184.04,85.05,254600.92,811424.08,0.0,1.54,0,556823.1599999999,2025,11,4,Nov,1,68.62,25.0,79.68,0.0,0.405,0,9777.38,690665.32
REC0008962,PLT012,2025-11-25,Hydro,Midwest,6458.53,75.94,96878.02,396871.64,64.59,0.72,0,299993.62,2025,11,4,Nov,1,75.59,15.0,61.45,0.01,-0.377,0,6005.77,389071.76
REC0009037,PLT037,2025-11-26,Natural Gas,Southwest,12917.53,79.25,581289.03,779194.69,5812.89,0.94,0,197905.65999999992,2025,11,4,Nov,0,25.4,45.0,60.32,0.45,-0.093,0,14155.23,1012135.51
REC0009036,PLT036,2025-11-26,Natural Gas,Northeast,14050.44,99.0,632269.76,1056185.84,6322.7,1.58,0,423916.0800000001,2025,11,4,Nov,0,40.14,45.0,75.17,0.45,1.602,0,12865.27,931845.06
REC0009035,PLT035,2025-11-26,Wind,Midwest,15979.95,99.0,479398.64,1288985.21,0.0,1.37,0,809586.57,2025,11,4,Nov,1,62.81,30.0,80.66,0.0,1.602,0,15711.54,1073968.03
REC0009034,PLT034,2025-11-26,Biomass,West Coast,8069.45,80.56,306639.26,680325.63,1855.97,0.25,0,373686.37,2025,11,4,Nov,1,54.93,38.0,84.31,0.23,0.019,0,7604.6,530744.11
REC0009029,PLT029,2025-11-26,Solar,Northeast,18866.26,93.84,471656.56,1089976.48,0.0,1.49,0,618319.9199999999,2025,11,4,Nov,1,56.73,25.0,57.77,0.0,1.159,0,17473.13,1183308.75
REC0009032,PLT032,2025-11-26,Biomass,Midwest,5263.18,68.94,200000.85,339210.96,1210.53,0.76,0,139210.11000000002,2025,11,4,Nov,1,41.04,38.0,64.45,0.23,-0.978,0,5537.54,398177.55
REC0009031,PLT031,2025-11-26,Natural Gas,Midwest,25180.77,80.14,1133134.61,1780084.99,11331.35,1.58,0,646950.3799999999,2025,11,4,Nov,0,36.34,45.0,70.69,0.45,-0.017,0,27027.47,1952683.95
REC0009030,PLT030,2025-11-26,Geothermal,Northeast,10125.63,77.72,283517.7,595293.18,506.28,1.57,0,311775.48000000004,2025,11,4,Nov,1,52.37,28.0,58.79,0.05,-0.224,0,10048.89,710245.67
REC0009038,PLT038,2025-11-26,Biomass,Southwest,6724.62,74.55,255535.54,390993.09,1546.66,0.73,0,135457.55000000002,2025,11,4,Nov,1,34.64,38.0,58.14,0.23,-0.496,0,6932.81,460823.1
REC0009033,PLT033,2025-11-26,Solar,Southeast,8520.99,94.63,213024.76,714179.93,0.0,0.56,0,501155.17000000004,2025,11,4,Nov,1,70.17,25.0,83.81,0.0,1.227,0,7618.51,514265.55
REC0009039,PLT039,2025-11-26,Nuclear,Northeast,25691.42,87.38,513828.41,1630634.02,0.0,1.62,0,1116805.61,2025,11,4,Nov,0,68.49,20.0,63.47,0.0,0.605,0,24364.4,1610556.93
REC0009044,PLT044,2025-11-26,Nuclear,Northeast,41026.83,84.73,820536.65,2723007.12,0.0,0.83,0,1902470.4700000002,2025,11,4,Nov,0,69.87,20.0,66.37,0.0,0.377,0,41287.95,2626689.05
REC0009041,PLT041,2025-11-26,Nuclear,Midwest,19692.76,90.93,393855.26,1205916.84,0.0,1.93,0,812061.5800000001,2025,11,4,Nov,0,67.34,20.0,61.24,0.0,0.909,0,19000.0,1219556.87
REC0009042,PLT042,2025-11-26,Natural Gas,West Coast,37788.14,91.95,1700466.46,2495635.26,17004.66,0.68,0,795168.7999999998,2025,11,4,Nov,0,31.86,45.0,66.04,0.45,0.997,0,35906.15,2590968.43
REC0009043,PLT043,2025-11-26,Natural Gas,Midwest,14321.73,99.0,644477.86,934925.24,6444.78,1.09,0,290447.38,2025,11,4,Nov,0,31.07,45.0,65.28,0.45,1.602,0,13174.64,875741.0
REC0009045,PLT045,2025-11-26,Coal,Midwest,15566.43,72.79,544825.13,870482.32,12764.47,1.84,0,325657.18999999994,2025,11,4,Nov,0,37.41,35.0,55.92,0.82,-0.647,0,18027.08,1227971.67
REC0009046,PLT046,2025-11-26,Nuclear,West Coast,17460.35,72.54,349206.97,1113941.78,0.0,1.87,0,764734.81,2025,11,4,Nov,0,68.65,20.0,63.8,0.0,-0.669,0,19589.25,1346663.01
REC0009047,PLT047,2025-11-26,Biomass,Southeast,5013.78,72.84,190523.55,310650.23,1153.17,0.97,0,120126.68,2025,11,4,Nov,1,38.67,38.0,61.96,0.23,-0.643,0,4853.09,339330.56
REC0009048,PLT048,2025-11-26,Solar,Northeast,7591.22,86.44,189780.59,457901.14,0.0,1.14,0,268120.55000000005,2025,11,4,Nov,1,58.55,25.0,60.32,0.0,0.524,0,7329.71,513184.91
REC0009049,PLT049,2025-11-26,Geothermal,Southwest,10198.25,85.17,285551.11,601183.95,509.91,0.3,0,315632.83999999997,2025,11,4,Nov,1,52.5,28.0,58.95,0.05,0.415,0,8967.54,613915.66
REC0009050,PLT050,2025-11-26,Natural Gas,West Coast,22389.25,94.09,1007516.44,1813920.19,10075.16,0.68,0,806403.75,2025,11,4,Nov,0,44.46,45.0,81.02,0.45,1.18,0,21229.75,1497243.94
REC0009028,PLT028,2025-11-26,Wind,Southwest,17975.63,99.0,539268.98,1235928.24,0.0,0.25,0,696659.26,2025,11,4,Nov,1,56.37,30.0,68.76,0.0,1.602,0,17594.81,1198930.85
REC0009040,PLT040,2025-11-26,Geothermal,West Coast,3690.71,78.69,103339.84,253395.49,184.54,0.85,0,150055.65,2025,11,4,Nov,1,59.22,28.0,68.66,0.05,-0.141,0,3514.65,267275.34
REC0009027,PLT027,2025-11-26,Wind,Southeast,11189.7,96.99,335691.14,754427.0,0.0,0.93,1,418735.86,2025,11,4,Nov,1,55.5,30.0,67.42,0.0,1.429,0,11024.89,740309.19
REC0009026,PLT026,2025-11-26,Hydro,Southwest,13979.11,57.89,209686.6,1008559.05,139.79,0.92,0,798872.4500000001,2025,11,4,Nov,1,79.21,15.0,72.15,0.01,-1.926,0,15200.22,1092890.89
REC0009001,PLT001,2025-11-26,Wind,Northeast,6197.0,88.07,185910.06,352538.68,0.0,1.26,0,166628.62,2025,11,4,Nov,1,47.27,30.0,56.89,0.0,0.664,0,6601.94,449449.86
REC0009025,PLT025,2025-11-26,Geothermal,West Coast,9764.38,70.69,273402.64,800102.55,488.22,1.99,0,526699.91,2025,11,4,Nov,1,65.83,28.0,81.94,0.05,-0.827,0,10606.36,773889.6
REC0009002,PLT002,2025-11-26,Coal,West Coast,24007.54,82.49,840263.81,1448808.19,19686.18,1.78,0,608544.3799999999,2025,11,4,Nov,0,42.0,35.0,60.35,0.82,0.185,0,22924.66,1584111.37
REC0009003,PLT003,2025-11-26,Nuclear,Northeast,38757.4,72.29,775148.04,2504820.94,0.0,1.87,0,1729672.9,2025,11,4,Nov,0,69.05,20.0,64.63,0.0,-0.69,0,41533.71,2961250.08
REC0009004,PLT004,2025-11-26,Geothermal,West Coast,2812.94,67.1,78762.39,169818.43,140.65,1.83,0,91056.04,2025,11,4,Nov,1,53.62,28.0,60.37,0.05,-1.136,0,3058.91,231338.01
REC0009005,PLT005,2025-11-26,Geothermal,Southeast,7732.75,67.32,216517.09,561969.8,386.64,0.51,0,345452.7100000001,2025,11,4,Nov,1,61.47,28.0,72.67,0.05,-1.117,0,8528.93,610721.75
REC0009006,PLT006,2025-11-26,Geothermal,West Coast,10726.7,81.93,300347.65,782732.76,536.34,1.81,0,482385.11,2025,11,4,Nov,1,61.63,28.0,72.97,0.05,0.137,0,9836.01,743322.37
REC0009007,PLT007,2025-11-26,Geothermal,Northeast,7975.72,78.17,223320.21,581833.17,398.79,1.23,0,358512.9600000001,2025,11,4,Nov,1,61.62,28.0,72.95,0.05,-0.186,0,8215.95,552854.33
REC0009009,PLT009,2025-11-26,Natural Gas,Southwest,36300.29,88.39,1633512.96,2911195.0,16335.13,0.25,0,1277682.04,2025,11,4,Nov,0,43.89,45.0,80.2,0.45,0.691,0,37500.53,2714907.04
REC0009010,PLT010,2025-11-26,Solar,Midwest,6595.46,81.08,164886.42,557040.98,0.0,1.89,0,392154.55999999994,2025,11,4,Nov,1,70.4,25.0,84.46,0.0,0.064,0,6880.66,477104.57
REC0009011,PLT011,2025-11-26,Solar,Northeast,21086.75,90.82,527168.86,1671528.65,0.0,1.05,0,1144359.79,2025,11,4,Nov,1,68.46,25.0,79.27,0.0,0.9,0,20338.5,1310167.59
REC0009012,PLT012,2025-11-26,Hydro,Midwest,5253.88,61.78,78808.22,420295.58,52.54,1.68,0,341487.36,2025,11,4,Nov,1,81.25,15.0,80.0,0.01,-1.592,0,5872.05,389157.87
REC0009008,PLT008,2025-11-26,Nuclear,Midwest,22273.12,89.02,445462.45,1702469.6,0.0,1.59,0,1257007.1500000001,2025,11,4,Nov,0,73.83,20.0,76.44,0.0,0.745,0,19931.22,1398761.35
REC0009014,PLT014,2025-11-26,Coal,Southwest,17902.39,79.57,626583.81,1378358.4,14679.96,0.54,0,751774.5899999999,2025,11,4,Nov,0,54.54,35.0,76.99,0.82,-0.065,0,19010.84,1364533.69
REC0009013,PLT013,2025-11-26,Geothermal,West Coast,9484.83,89.31,265575.3,595783.2,474.24,0.8,0,330207.89999999997,2025,11,4,Nov,1,55.42,28.0,62.81,0.05,0.77,0,8334.24,594290.32
REC0009023,PLT023,2025-11-26,Natural Gas,Southeast,27084.03,82.73,1218781.15,1492525.65,12187.81,0.01,0,273744.5,2025,11,4,Nov,0,18.34,45.0,55.11,0.45,0.206,0,29920.66,1968611.39
REC0009022,PLT022,2025-11-26,Solar,West Coast,9134.91,76.29,228372.82,681578.93,0.0,0.16,1,453206.11000000004,2025,11,4,Nov,1,66.49,25.0,74.61,0.0,-0.347,0,9877.28,686315.76
REC0009021,PLT021,2025-11-26,Natural Gas,Midwest,18408.75,96.82,828393.7,1118139.95,8283.94,0.43,0,289746.25,2025,11,4,Nov,0,25.91,45.0,60.74,0.45,1.415,0,17301.15,1158774.39
REC0009020,PLT020,2025-11-26,Wind,Southeast,17479.78,93.37,524393.53,1289994.0,0.0,0.69,0,765600.47,2025,11,4,Nov,1,59.35,30.0,73.8,0.0,1.119,0,18271.77,1152057.14
REC0009024,PLT024,2025-11-26,Hydro,Northeast,5930.21,57.66,88953.1,333301.42,59.3,0.79,0,244348.31999999998,2025,11,4,Nov,1,73.31,15.0,56.2,0.01,-1.946,0,6572.29,465567.64
REC0009018,PLT018,2025-11-26,Solar,Southeast,15027.98,75.55,375699.55,1172614.95,0.0,1.66,0,796915.3999999999,2025,11,4,Nov,1,67.96,25.0,78.03,0.0,-0.41,0,16034.15,1165809.73
REC0009017,PLT017,2025-11-26,Geothermal,Southeast,9607.94,68.33,269022.37,764455.23,480.4,1.11,0,495432.86,2025,11,4,Nov,1,64.81,28.0,79.56,0.05,-1.03,0,10491.17,742666.54
REC0009016,PLT016,2025-11-26,Solar,Northeast,7641.1,85.08,191027.4,434813.76,0.0,1.93,0,243786.36000000002,2025,11,4,Nov,1,56.07,25.0,56.9,0.0,0.407,0,7342.18,531027.88
REC0009015,PLT015,2025-11-26,Wind,Northeast,13635.86,99.0,409075.76,851334.31,0.0,0.81,0,442258.55000000005,2025,11,4,Nov,1,51.95,30.0,62.43,0.0,1.602,0,13307.93,887890.62
REC0009019,PLT019,2025-11-26,Biomass,Southeast,4826.37,69.93,183402.11,300238.54,1110.07,1.15,0,116836.43,2025,11,4,Nov,1,38.91,38.0,62.21,0.23,-0.893,0,5037.0,341340.38
